# GENERATED by aggregate.py. DO NOT EDIT BY HAND.
# generated = 2026-09-13T08:14:04Z
# input.weights = config/mass_fractions_per_entry.tsv sha256 3274a7a94a20bf9607082bce02e0585df99ba749fc0325e4580fa104a9aa9e31
# input.composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# input.masses = data/pubchem/amino_acid_masses.ini sha256 ed1aac78a74e8b7ea30e21bfa52ab476433f28819d214a49a5350702a44b8216
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.eaa = config/aggregation_decisions.ini sha256 8012a5e1d1bc92a04dc1d0ea2f0f49eca6d18c8580c25e687e4bb46c7c5a421c
# input.mhc_actin = outputs/mass_fractions/classical_check_carroll_2004.tsv sha256 8a71ea4931439e75cc4c29aa441aaa07b4cfaa19170a01f40b5c9245b8b7236c
# input.band_families = outputs/mass_fractions/band_families.tsv sha256 8e563e7736ce33dc60ab4c87411f51c46b8bd91627c225f3c11eb96dba4c7226
# input.family_bounds = outputs/mass_fractions/family_bounds.tsv sha256 a3fb14b864e67813727f36d8bbc03ebb5d2322bee90c05b268ec1ed1f334bb25
# input.isoform_deltas = outputs/isoform_deltas.tsv sha256 82447372ff27437c32aec6d040b3b49e95b4ff3e7105812ad1bf2eb67e9c918a
# input.processing_deltas = outputs/composition/processing_mass_deltas.tsv sha256 540dc1bda5d339720737aecec76b6037dc24c36675234288d11c1635db395b5f
# input.ptm_deltas = outputs/composition/ptm_mass_deltas.tsv sha256 62864538f5dcc0830b284d312e20e5b864b67d768adf39cb64dcdfac9714a74d
# input.outside_pool = outputs/mass_fractions/dataset_rows_outside_pool.tsv sha256 651ebbaeee358c4390c9e3716a661784aab7c83474efb3fd87e3998c9e7137d9
# A1: profile = molar mixture n_a = sum_i (w_i / MW_i) count_{i,a}; p_a = n_a m_a / sum (m = residue mass or free mass). A1c: fraction mixture sum_i w_i f_{i,a}, renormalised, written as a check.
# A2: combined = every weighted entry (D58); contractile = tier 1 (within-tier weights, D31).
# A6: the profile when the MHC band family (D52, cutoff 2) or the actin band family is rescaled so MHC:actin equals each ratio the methods measured; the ratio labelled ibaq_x_mw_within_tier1 is this repository's own and reproduces the standard;
# no method is a reference for another; the other sources' slow/fast pools are placed against the gel's fiber types as classical_check_carroll_2004.tsv places them; types I and IIa only — no factor is invented for IIx
profile	fiber_type	convention	ratio_source	mhc_to_actin_target	mhc_to_actin_before_scaling	way	frac_A	frac_C	frac_D	frac_E	frac_F	frac_G	frac_H	frac_I	frac_K	frac_L	frac_M	frac_N	frac_P	frac_Q	frac_R	frac_S	frac_T	frac_V	frac_W	frac_Y
combined	I	residue	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	2.557014965	scale_mhc	0.05028254972	0.01132451784	0.05805207234	0.1157592403	0.04169833232	0.0292641442	0.02252302333	0.05358648469	0.09684247048	0.08648627707	0.02803590918	0.03681663899	0.0402351088	0.04903411862	0.07282574917	0.04523375336	0.04937168328	0.0570248678	0.01585170216	0.03975135636
combined	I	residue	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	2.557014965	scale_actin	0.05008496525	0.01159798028	0.05836105274	0.1139777004	0.04197887079	0.02989944539	0.02249431903	0.05366253108	0.09618754778	0.08519036397	0.02741304071	0.03626557805	0.04209149003	0.04769190835	0.07241172099	0.04573801207	0.04982435823	0.05864820882	0.01637897109	0.04010193492
combined	IIa	free	ibaq_x_mw_within_tier1	3.589586797	3.595724626	scale_mhc	0.05459666778	0.01195273375	0.05828764019	0.1137646489	0.04012058226	0.03428912353	0.02250079978	0.05500693244	0.09592413739	0.08379997751	0.02603063251	0.03590559158	0.04074163946	0.04755491282	0.06878745566	0.04748438211	0.05087049164	0.05921593797	0.01532666532	0.03783904738
combined	IIa	free	ibaq_x_mw_within_tier1	3.589586797	3.595724626	scale_actin	0.05459776036	0.01195170078	0.05828529453	0.1137730043	0.04011964895	0.03428596083	0.02250098701	0.05500751583	0.09592723555	0.08380515773	0.02603336036	0.03590696017	0.04073362648	0.04756143787	0.06878858002	0.04748176535	0.05086943976	0.05920859668	0.01532431945	0.03783764801
combined	IIa	free	gel	2.206060606	3.595724626	scale_mhc	0.05429945103	0.01226644693	0.05889598038	0.1111213423	0.04035994139	0.03524460092	0.0225863506	0.05541225099	0.09434997901	0.08225280464	0.0258563991	0.03550268325	0.04277425624	0.04566476285	0.06842231381	0.04816533764	0.05144733542	0.0608131285	0.01592651324	0.03863812175
combined	IIa	free	gel	2.206060606	3.595724626	scale_actin	0.05455048271	0.01204441046	0.05834313243	0.1128678735	0.04013870856	0.03456242245	0.02269318365	0.05581001568	0.09471983984	0.08337848307	0.02674865095	0.03580281658	0.04086438736	0.04711011909	0.06865292825	0.04754967335	0.05134158161	0.05893943073	0.01536961847	0.03851224126
combined	IIa	free	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.595724626	scale_mhc	0.05465924338	0.011886685	0.05815956108	0.1143211671	0.04007018792	0.03408795863	0.02248278803	0.05492159722	0.09625555853	0.08412571717	0.02606731538	0.03599041935	0.04031369511	0.0479528624	0.06886433212	0.04734101467	0.05074904374	0.05887966766	0.01520037417	0.03767081135
combined	IIa	free	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.595724626	scale_actin	0.05460412588	0.01193921824	0.05827750717	0.1138948721	0.04011708274	0.03424873772	0.02247510943	0.05489946634	0.09608980068	0.08386260569	0.02593705282	0.03592098218	0.04071602068	0.04762220395	0.06880684433	0.04747262214	0.05080587004	0.05924483749	0.01531822034	0.03774682001
combined	IIa	residue	ibaq_x_mw_within_tier1	3.589586797	3.595724626	scale_mhc	0.05054029483	0.01180700876	0.05847912478	0.1158421262	0.04147641805	0.03023899844	0.02307693946	0.05506052923	0.09758819539	0.08388162922	0.02655753724	0.03598172015	0.03987677572	0.04837755216	0.07156227552	0.04565271462	0.05009998644	0.05814428782	0.01621528049	0.03954060547
combined	IIa	residue	ibaq_x_mw_within_tier1	3.589586797	3.595724626	scale_actin	0.05054125975	0.01180597753	0.05847671763	0.1158505276	0.04147541504	0.0302361815	0.02307711026	0.05506106255	0.09759125754	0.08388673733	0.02656029588	0.03598305855	0.03986889616	0.04838414559	0.07156337942	0.04565015682	0.05009890441	0.05813702592	0.0162127837	0.03953910681
combined	IIa	residue	gel	2.206060606	3.595724626	scale_mhc	0.05027758737	0.01211989287	0.05910407204	0.1131785237	0.0417341814	0.03108930205	0.02317040779	0.05547995553	0.09601045968	0.08235330385	0.02638629887	0.03558675342	0.04187659461	0.04646618992	0.0712000025	0.04631885139	0.05068061968	0.0597273361	0.01685407239	0.04038559486
combined	IIa	residue	gel	2.206060606	3.595724626	scale_actin	0.0504992804	0.01189797755	0.05853681536	0.1149329329	0.04149658607	0.03048106593	0.02327505098	0.05586631904	0.09636632502	0.08346259859	0.02729102952	0.03587996297	0.03999829549	0.04792671469	0.07142478132	0.04571706183	0.0505656826	0.05787477786	0.01626128404	0.04024545782
combined	IIa	residue	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.595724626	scale_mhc	0.05059558835	0.01174115428	0.0583475886	0.1164027497	0.04142216514	0.03006003024	0.02305726666	0.05497225021	0.09792027032	0.08420330448	0.02659357875	0.03606485102	0.03945586256	0.04877984735	0.07163852517	0.04551250906	0.04997777729	0.05781109472	0.01608083036	0.03936275579
combined	IIa	residue	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.595724626	scale_actin	0.05054691167	0.01179359104	0.05846862633	0.1159740686	0.04147256467	0.03020321131	0.02305046036	0.05495264625	0.09775617723	0.08394384156	0.02646191302	0.03599693889	0.03985147439	0.04844573213	0.07158203968	0.04564114901	0.05003605939	0.05817233388	0.01620625382	0.03944400672
contractile	I	free	ibaq_x_mw_within_tier1	2.553289056	2.553289056	scale_mhc	0.05251659874	0.01089317233	0.05978332101	0.1239474255	0.03719075815	0.03016703925	0.02029782099	0.0534457187	0.09939225688	0.08123911525	0.02718351816	0.03588178936	0.04229491749	0.04701885525	0.0703175188	0.04685256991	0.05096461457	0.05737649131	0.01487563916	0.03836085923
contractile	I	free	ibaq_x_mw_within_tier1	2.553289056	2.553289056	scale_actin	0.05251659874	0.01089317233	0.05978332101	0.1239474255	0.03719075815	0.03016703925	0.02029782099	0.0534457187	0.09939225688	0.08123911525	0.02718351816	0.03588178936	0.04229491749	0.04701885525	0.0703175188	0.04685256991	0.05096461457	0.05737649131	0.01487563916	0.03836085923
contractile	I	free	gel	1.555555556	2.553289056	scale_mhc	0.05207194229	0.01124094392	0.06034064769	0.1221148613	0.03723235797	0.03096061429	0.02026699687	0.05412409766	0.09811903086	0.0789023527	0.02692613177	0.03506354996	0.04467468277	0.04503361781	0.06974156338	0.04748986423	0.05191395818	0.05905083655	0.01548161523	0.03925033453
contractile	I	free	gel	1.555555556	2.553289056	scale_actin	0.05254394138	0.01108959349	0.05980092914	0.122037424	0.03736290933	0.03079960635	0.02070552249	0.0547769006	0.0973353246	0.08069644861	0.02824636587	0.03572001424	0.04242349204	0.0463392229	0.07003090803	0.0469893912	0.05169869958	0.05704440324	0.01496830359	0.0393905993
contractile	I	free	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	2.553289056	scale_mhc	0.05299380441	0.01051994359	0.05918519756	0.1259141347	0.03714611319	0.02931537389	0.02033090146	0.05271768186	0.1007586841	0.08374693069	0.02745974545	0.03675992454	0.03974095148	0.04914941367	0.07093563462	0.04616862512	0.04994577825	0.05557958266	0.01422530514	0.03740627362
contractile	I	free	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	2.553289056	scale_actin	0.05250122117	0.01078270449	0.05977341814	0.1250216159	0.03709393982	0.02981128166	0.02006852847	0.05269705808	0.1005490817	0.08154431256	0.02658576948	0.03597277216	0.04222260678	0.04740108249	0.07047870954	0.0467756212	0.050551763	0.05756325863	0.01482352441	0.03778173038
contractile	I	residue	ibaq_x_mw_within_tier1	2.553289056	2.553289056	scale_mhc	0.04857385741	0.01075130996	0.05992924362	0.1261046404	0.03841522809	0.02658141374	0.02080003387	0.05345277359	0.1010313847	0.0812498389	0.02771042012	0.03592760735	0.04136224331	0.04779196859	0.07309249763	0.04500736645	0.05015044443	0.05629071925	0.01572486026	0.04005214831
contractile	I	residue	ibaq_x_mw_within_tier1	2.553289056	2.553289056	scale_actin	0.04857385741	0.01075130996	0.05992924362	0.1261046404	0.03841522809	0.02658141374	0.02080003387	0.05345277359	0.1010313847	0.0812498389	0.02771042012	0.03592760735	0.04136224331	0.04779196859	0.07309249763	0.04500736645	0.05015044443	0.05629071925	0.01572486026	0.04005214831
contractile	I	residue	gel	1.555555556	2.553289056	scale_mhc	0.04817359823	0.01109708969	0.06050176353	0.1242685941	0.03846699247	0.02728690397	0.02077319659	0.05414362126	0.09975996995	0.07893081429	0.0274543218	0.03511635198	0.04369952203	0.04578455662	0.07251039142	0.04562999474	0.05109630451	0.05794662845	0.0163691729	0.04099021145
contractile	I	residue	gel	1.555555556	2.553289056	scale_actin	0.04860381936	0.01094622534	0.05995265775	0.1241733331	0.03859675733	0.02714140351	0.02121986258	0.0547893979	0.09895004218	0.08071485943	0.02879663726	0.03576906401	0.04149197104	0.04710568938	0.07280157431	0.04514313873	0.05087769295	0.05597029569	0.01582433586	0.0411312423
contractile	I	residue	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	2.553289056	scale_mhc	0.04900321232	0.01038039474	0.05931510597	0.128074153	0.03835970084	0.02582463987	0.02082882201	0.05271170667	0.1023952214	0.08373743855	0.02798513479	0.03679783468	0.03885506261	0.0499453038	0.07371691842	0.04433947793	0.04913582767	0.05451443833	0.0150337111	0.03904589527
contractile	I	residue	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	2.553289056	scale_actin	0.04855700926	0.01064170545	0.05991607743	0.1271906502	0.03831315084	0.02626652115	0.02056395642	0.05270116504	0.1022017621	0.08155066774	0.02709962014	0.03601675921	0.04128929501	0.04817787608	0.07325608919	0.0449310192	0.04974149914	0.05647089934	0.01566892329	0.03944535381
contractile	IIa	free	ibaq_x_mw_within_tier1	3.589586797	3.589586797	scale_mhc	0.05403616735	0.01110706342	0.05850096869	0.1257096963	0.03599622618	0.03038146033	0.02069320229	0.05489484222	0.09969846586	0.08159573244	0.02553211436	0.03500037862	0.03978727343	0.04881405085	0.06968954019	0.04736511314	0.0512001431	0.05731782484	0.01477171672	0.03790801968
contractile	IIa	free	ibaq_x_mw_within_tier1	3.589586797	3.589586797	scale_actin	0.05403616735	0.01110706342	0.05850096869	0.1257096963	0.03599622618	0.03038146033	0.02069320229	0.05489484222	0.09969846586	0.08159573244	0.02553211436	0.03500037862	0.03978727343	0.04881405085	0.06968954019	0.04736511314	0.0512001431	0.05731782484	0.01477171672	0.03790801968
contractile	IIa	free	gel	2.206060606	3.589586797	scale_mhc	0.05355601679	0.01145915602	0.05938272056	0.1232592522	0.03588795279	0.0313115955	0.02062103439	0.05545172006	0.09787700475	0.07917816961	0.02523276948	0.03433352288	0.04255489702	0.04628035788	0.0692755274	0.04831467665	0.0520500289	0.05937157708	0.0155605246	0.03904149548
contractile	IIa	free	gel	2.206060606	3.589586797	scale_actin	0.05399586627	0.0112682739	0.05857031052	0.1239802236	0.03619566584	0.03092061175	0.02102986479	0.0559874551	0.09790302827	0.08111039551	0.02652267738	0.03489742282	0.04000429917	0.04814943323	0.06946760632	0.04746203137	0.05182641653	0.05703250537	0.01485639557	0.03881951671
contractile	IIa	free	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.589586797	scale_mhc	0.05413382439	0.01103545187	0.0583216306	0.1262080882	0.03601824773	0.03019228164	0.0207078804	0.05478157974	0.1000689299	0.08208743664	0.02559299763	0.03513600933	0.03922437095	0.04932937457	0.06977374558	0.04717198295	0.0510272862	0.05690011549	0.01461128236	0.03767748386
contractile	IIa	free	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.589586797	scale_actin	0.05404166462	0.01108507347	0.0584915101	0.1259456053	0.03596902158	0.03030791729	0.02064727978	0.05474580417	0.09994337284	0.08166193491	0.02539699643	0.03501442232	0.03975767	0.04890470813	0.06971981311	0.04735189299	0.05111471616	0.05735674389	0.01476016608	0.03778368676
contractile	IIa	residue	ibaq_x_mw_within_tier1	3.589586797	3.589586797	scale_mhc	0.04998738617	0.01096417978	0.05865319911	0.1279181655	0.0371873511	0.02677465723	0.02120861044	0.05491092408	0.1013589531	0.08161963652	0.02603119558	0.03505071112	0.038916159	0.04962466698	0.07245139485	0.04550704661	0.0503903186	0.05624221285	0.0156175181	0.03958571326
contractile	IIa	residue	ibaq_x_mw_within_tier1	3.589586797	3.589586797	scale_actin	0.04998738617	0.01096417978	0.05865319911	0.1279181655	0.0371873511	0.02677465723	0.02120861044	0.05491092408	0.1013589531	0.08161963652	0.02603119558	0.03505071112	0.038916159	0.04962466698	0.07245139485	0.04550704661	0.0503903186	0.05624221285	0.01561751809	0.03958571326
contractile	IIa	residue	gel	2.206060606	3.589586797	scale_mhc	0.04955687897	0.01131486344	0.05955366942	0.1254592716	0.03708572256	0.0276019815	0.02114047525	0.05548326646	0.09953460546	0.07922321394	0.02573309613	0.03439238128	0.04163466959	0.0470618779	0.07204084211	0.04643216534	0.05124089333	0.0582734958	0.01645602998	0.0407805999
contractile	IIa	residue	gel	2.206060606	3.589586797	scale_actin	0.04995392812	0.01112416784	0.05872721625	0.1261679661	0.03739625251	0.02725188789	0.02155530803	0.0560081438	0.09954123104	0.08114036773	0.02704319117	0.03495028228	0.03913142815	0.04895275934	0.07222619362	0.04560365329	0.05101059062	0.05596653118	0.01570824779	0.04054065329
contractile	IIa	residue	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.589586797	scale_mhc	0.05007491727	0.01089287846	0.05847011469	0.12841811	0.0372080143	0.02660644492	0.02122246374	0.05479455492	0.1017298811	0.08210687928	0.02609180543	0.03518456332	0.03836342902	0.05014573553	0.0725348688	0.04531895065	0.050217379	0.0558292106	0.01544703111	0.03934276785
contractile	IIa	residue	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.589586797	scale_actin	0.04999194962	0.01094235847	0.05864310367	0.128156881	0.03715885834	0.02670956616	0.0211613232	0.05476127064	0.1016068782	0.08168500558	0.02589316615	0.03506440894	0.03888679773	0.04971631069	0.0724821108	0.0454938701	0.05030571765	0.05627981399	0.01560514317	0.03945546582
